timestamp,open,high,low,close,volume
2019-12-20 00:00:00+00:00,7112.8,7832.0,7112.8,7186.9,1.15254726
2019-12-21 00:00:00+00:00,7183.0,7183.0,7050.0,7132.1,6.58549942
2019-12-22 00:00:00+00:00,7123.7,7489.5,7123.7,7489.5,5.34243747
2019-12-23 00:00:00+00:00,7526.4,7667.5,6666.1,7325.6,14.02647699
2019-12-24 00:00:00+00:00,7308.1,7579.9,7150.0,7235.2,7.78091337
2019-12-25 00:00:00+00:00,7240.0,7349.9,7004.7,7188.9,6.72374747
2019-12-26 00:00:00+00:00,7199.5,7579.9,6075.3,7229.6,16.87632604
2019-12-27 00:00:00+00:00,7209.1,7263.3,7121.6,7263.3,10.98163089
2019-12-28 00:00:00+00:00,7314.0,7700.8,7278.4,7314.6,4.73741946
2019-12-29 00:00:00+00:00,7314.6,7536.0,7120.0,7403.1,11.84539088
2019-12-30 00:00:00+00:00,7379.0,7449.9,7208.1,7236.0,9.58188592
2019-12-31 00:00:00+00:00,7249.4,7299.8,7133.0,7180.9,22.10114343
2020-01-01 00:00:00+00:00,7181.0,7331.5,7180.9,7229.0,3.05347529
2020-01-02 00:00:00+00:00,7201.2,7279.2,6941.9,6972.1,9.0644629
2020-01-03 00:00:00+00:00,6942.4,7400.0,6942.4,7316.4,19.72361032
2020-01-04 00:00:00+00:00,7345.2,7372.7,7301.5,7346.4,2.62569662
2020-01-05 00:00:00+00:00,7355.9,7495.0,7323.7,7323.7,16.28533723
2020-01-06 00:00:00+00:00,7362.8,7746.3,7362.8,7746.3,12.45713964
2020-01-07 00:00:00+00:00,7835.0,8200.0,7781.4,8151.5,22.74769758
2020-01-08 00:00:00+00:00,8200.0,8445.0,7385.0,8117.0,15.01313721
2020-01-09 00:00:00+00:00,8053.9,8121.9,7700.2,7828.7,17.75797912
2020-01-10 00:00:00+00:00,7828.7,8200.9,7695.5,8086.5,8.38490807
2020-01-11 00:00:00+00:00,8173.3,8251.0,7489.8,8073.7,10.60291272
2020-01-12 00:00:00+00:00,7956.3,8170.6,7950.2,8117.1,3.78966131
2020-01-13 00:00:00+00:00,8173.2,8185.8,8021.5,8115.0,3.50197747
2020-01-14 00:00:00+00:00,8194.1,8876.5,8194.1,8843.4,20.97728226
2020-01-15 00:00:00+00:00,8756.1,8900.0,8628.3,8850.0,14.68875729
2020-01-16 00:00:00+00:00,8751.2,8770.0,8566.7,8708.7,17.31935036
2020-01-17 00:00:00+00:00,8712.9,9010.0,8712.9,8908.7,13.86288418
2020-01-18 00:00:00+00:00,8888.6,8961.5,8835.0,8961.5,7.22768468
2020-01-19 00:00:00+00:00,8944.2,9181.7,8051.0,8648.9,29.08199399
2020-01-20 00:00:00+00:00,8721.1,8721.1,8558.8,8699.6,25.36879398
2020-01-21 00:00:00+00:00,8637.7,8779.4,8536.2,8757.5,11.21671573
2020-01-22 00:00:00+00:00,8718.1,8854.9,8611.2,8675.3,10.80689178
2020-01-23 00:00:00+00:00,8590.0,8604.5,8292.1,8417.2,11.5774717
2020-01-24 00:00:00+00:00,8386.8,8516.5,8261.0,8444.0,9.9182936
2020-01-25 00:00:00+00:00,8440.1,8440.1,8251.0,8362.8,11.56733721
2020-01-26 00:00:00+00:00,8334.0,8613.3,8334.0,8593.1,3.86258367
2020-01-27 00:00:00+00:00,8619.4,8980.5,8578.1,8901.0,24.229844
2020-01-28 00:00:00+00:00,8970.7,9400.0,8825.1,9372.7,11.08945562
2020-01-29 00:00:00+00:00,9388.9,9445.2,9144.5,9301.0,9.48734359
2020-01-30 00:00:00+00:00,9301.0,9580.0,9158.7,9569.8,14.26921207
2020-01-31 00:00:00+00:00,9511.5,9511.5,9239.1,9353.2,11.76387971
2020-02-01 00:00:00+00:00,9408.6,9425.0,9324.3,9380.8,4.46454672
2020-02-02 00:00:00+00:00,9353.0,9481.7,9175.0,9355.3,15.79954493
2020-02-03 00:00:00+00:00,9325.0,9600.0,9200.0,9307.7,30.43082122
2020-02-04 00:00:00+00:00,9311.0,9600.0,9101.0,9210.4,28.24017655
2020-02-05 00:00:00+00:00,9215.0,9716.8,9188.0,9648.8,8.51885739
2020-02-06 00:00:00+00:00,9560.8,9850.0,9542.8,9755.9,24.86164246
2020-02-07 00:00:00+00:00,9817.0,9892.0,9746.5,9768.0,19.1481345
2020-02-08 00:00:00+00:00,9786.2,9920.0,9684.7,9897.7,6.77698222
2020-02-09 00:00:00+00:00,9913.2,10159.9,9806.3,10126.7,10.57796433
2020-02-10 00:00:00+00:00,10185.3,10200.4,9650.0,9877.1,10.6440338
2020-02-11 00:00:00+00:00,9819.9,10317.3,9732.7,10207.1,19.39839311
2020-02-12 00:00:00+00:00,10249.0,10425.0,9551.1,10336.1,28.48924504
2020-02-13 00:00:00+00:00,10357.2,10500.0,9551.0,10230.0,52.55372297
2020-02-14 00:00:00+00:00,10216.5,10500.0,9451.0,10320.3,41.84471923
2020-02-15 00:00:00+00:00,10362.4,10500.0,9659.6,9899.1,34.00918953
2020-02-16 00:00:00+00:00,9894.6,10088.4,9631.5,9950.1,19.37777455
2020-02-17 00:00:00+00:00,9925.1,9933.0,9460.0,9684.6,10.84734391
2020-02-18 00:00:00+00:00,9694.8,10438.5,9603.1,10149.5,22.83685662
2020-02-19 00:00:00+00:00,10120.2,10217.3,9385.1,9589.5,45.92579105
2020-02-20 00:00:00+00:00,9611.4,9655.7,9420.0,9615.9,37.5564152
2020-02-21 00:00:00+00:00,9601.5,9743.9,8560.0,9670.9,20.57552681
2020-02-22 00:00:00+00:00,9694.8,9694.8,9494.2,9658.8,9.30354999
2020-02-23 00:00:00+00:00,9800.0,9970.5,9800.0,9950.0,8.9114606
2020-02-24 00:00:00+00:00,9947.0,9980.0,9483.0,9649.7,30.00250046
2020-02-25 00:00:00+00:00,9624.0,9636.0,9257.7,9318.6,30.8970806
2020-02-26 00:00:00+00:00,9304.3,9512.4,8508.0,8828.8,58.90910999
2020-02-27 00:00:00+00:00,8778.0,9293.1,8500.4,8782.6,66.52303279
2020-02-28 00:00:00+00:00,8812.8,8888.2,7211.0,8700.0,59.04220577
2020-02-29 00:00:00+00:00,8734.1,8765.1,8536.1,8551.5,10.42195251
2020-03-01 00:00:00+00:00,8539.2,8719.0,8415.3,8540.3,11.79477687
2020-03-02 00:00:00+00:00,8501.8,8954.6,8433.8,8889.9,37.23827378
2020-03-03 00:00:00+00:00,8859.7,8882.7,8652.6,8758.2,8.99393476
