timestamp,open,high,low,close,volume
2013-10-07 00:00:00+00:00,123.61,123.61,123.61,123.61,0.1
2013-10-08 00:00:00+00:00,123.91,124.19,123.9,124.18,3.9916
2013-10-09 00:00:00+00:00,124.01687,124.01687,123.84,123.84,2.823
2013-10-10 00:00:00+00:00,125.85,125.86,125.85,125.86,2.0
2013-10-12 00:00:00+00:00,127.5,127.5,127.0,127.0,4.0
2013-10-13 00:00:00+00:00,131.8408,131.8408,131.8408,131.8408,0.1
2013-10-14 00:00:00+00:00,134.8,135.59,133.36726,135.59,12.00575337
2013-10-15 00:00:00+00:00,135.8,153.0,133.87975,133.87975,4.3
2013-10-16 00:00:00+00:00,143.0,146.14,137.63758,138.09,20.229
2013-10-17 00:00:00+00:00,137.62448,144.73,137.52,143.79522,5.777
2013-10-18 00:00:00+00:00,146.2399,153.80147,146.2399,149.04856,23.551
2013-10-19 00:00:00+00:00,157.74,171.25,157.64,165.56,72.545
2013-10-20 00:00:00+00:00,166.52626,166.52626,162.981,162.981,4.84841803
2013-10-21 00:00:00+00:00,165.0,176.65277,165.0,176.32429,18.30269
2013-10-22 00:00:00+00:00,181.97,194.2,150.0,150.0,7.37587686
2013-10-23 00:00:00+00:00,191.62198,203.45,185.90287,203.45,39.22
2013-10-24 00:00:00+00:00,203.67412,207.30246,169.9201,193.0999,83.72097523
2013-10-25 00:00:00+00:00,172.27,186.8,171.97,186.0499,67.2
2013-10-26 00:00:00+00:00,185.8,185.8,179.8656,184.58,11.0
2013-10-27 00:00:00+00:00,182.3,191.3,179.23624,191.0,69.90739
2013-10-29 00:00:00+00:00,195.0,195.0,195.0,195.0,0.62564102
2013-10-30 00:00:00+00:00,195.0,203.94,195.0,203.77,9.72274898
2013-10-31 00:00:00+00:00,199.0,202.27,199.0,202.1,2.26
2013-11-01 00:00:00+00:00,203.59999,207.96822,202.9,202.9,33.98053314
2013-11-02 00:00:00+00:00,202.68,204.24,201.04,203.51,7.05555555
2013-11-03 00:00:00+00:00,204.662,209.748,203.47,209.748,9.58525942
2013-11-04 00:00:00+00:00,209.748,229.97,209.4001,226.9001,71.17542108
2013-11-05 00:00:00+00:00,227.39493,250.14053,222.05236,244.95532,25.22136406
2013-11-06 00:00:00+00:00,245.69019,269.42566,245.69019,263.73672,49.46076368
2013-11-07 00:00:00+00:00,262.8628,348.4093,262.8628,289.62884,32.79999637
2013-11-08 00:00:00+00:00,295.51602,330.64785,295.51602,330.64785,6.22530641
2013-11-09 00:00:00+00:00,340.0,350.0,312.01,338.68,14.72330453
2013-11-10 00:00:00+00:00,321.9202,400.0,289.18978,317.0,45.8385494
2013-11-11 00:00:00+00:00,350.5738,362.5306,329.72864,340.725,17.97582053
2013-11-12 00:00:00+00:00,360.0,500.0,346.55506,355.0,50.9990239
2013-11-13 00:00:00+00:00,365.0,406.0,365.0,398.0,26.14386347
2013-11-14 00:00:00+00:00,405.55474,425.84138,404.8,425.62096,15.0963141
2013-11-15 00:00:00+00:00,421.62096,435.0,387.91236,410.0,100.37766183
2013-11-16 00:00:00+00:00,414.8989,444.50734,414.8989,438.0,23.29680432
2013-11-17 00:00:00+00:00,444.44,491.50107,430.0,491.50107,16.82612919
2013-11-18 00:00:00+00:00,496.36498,700.0,496.36498,700.0,41.09771376
2013-11-19 00:00:00+00:00,700.0,800.0,484.0,587.52083,54.89126149
2013-11-20 00:00:00+00:00,581.7009,636.94821,450.0,591.81,56.77094125
2013-11-21 00:00:00+00:00,600.0,720.0,583.11045,670.06042,72.06500951
2013-11-22 00:00:00+00:00,672.31667,810.0,642.70057,796.56582,18.09444637
2013-11-23 00:00:00+00:00,796.34865,904.0765,768.76234,830.75754,43.07371045
2013-11-24 00:00:00+00:00,838.97872,838.97872,760.38,808.33476,13.31504524
2013-11-25 00:00:00+00:00,805.0,818.36641,730.0,801.59886,10.85301152
2013-11-26 00:00:00+00:00,801.59886,900.0,768.58034,893.87025,13.84662167
2013-11-27 00:00:00+00:00,893.9,1081.09181,890.0,994.95,46.41314502
2013-11-28 00:00:00+00:00,994.95,1088.41486,935.0806,1000.32893,33.03036408
2013-11-29 00:00:00+00:00,1012.39302,1198.8009,1012.39302,1165.425,34.82728925
2013-11-30 00:00:00+00:00,1155.62219,1189.10145,1094.38283,1114.24001,22.76152285
2013-12-01 00:00:00+00:00,1112.01598,1130.0,770.0,953.72943,52.50557639
2013-12-02 00:00:00+00:00,952.89757,1059.0,946.14514,1022.9544,36.88923603
2013-12-03 00:00:00+00:00,1031.15439,1076.52087,995.4975,1063.46318,23.27089023
2013-12-04 00:00:00+00:00,1051.2966,1120.0,981.75885,1079.93122,40.35283498
